사업장명,도로명주소,지번주소,동,전화번호,업태구분명,영업상태명,인허가일자,업종,착한업소,사랑상품권,위생등급,행정처분,latitude,longitude,가격
연이네식당,서울특별시 광진구 군자로 23 (화양동),서울특별시 광진구 화양동 15-2번지,화양동,02 4681276,분식,영업/정상,1999-04-26,일반음식점,미등록,가능,,없음,37.5453874,127.070721,31250
우리맛,서울특별시 광진구 능동로37길 14 (중곡동),서울특별시 광진구 중곡동 648-9번지,중곡동,222017490,한식,영업/정상,1999-06-08,일반음식점,미등록,불가능,,없음,37.5582783,127.0791781,43250
중국성,서울특별시 광진구 능동로3길 48 (자양동),서울특별시 광진구 자양동 57-95번지,자양동,02 4614500,중국식,영업/정상,1999-06-09,일반음식점,미등록,가능,,없음,37.5341035,127.0649972,7500
서울김밥,"서울특별시 광진구 구의강변로 106, 1층 112호 (구의동, 구의동삼성쉐르빌 101동)",서울특별시 광진구 구의동 199-18 구의동삼성쉐르빌 101동 1층112호,구의동,222015477,김밥(도시락),영업/정상,1999-07-10,일반음식점,미등록,불가능,,없음,37.5399001,127.0948193,5500
아차산손두부,서울특별시 광진구 영화사로 68 (구의동),서울특별시 광진구 구의동 27-25,구의동,02 4534238,호프/통닭,영업/정상,1999-08-11,일반음식점,미등록,불가능,,없음,37.5546405,127.0933985,14000
무쇠집,서울특별시 광진구 뚝섬로 743 (구의동),서울특별시 광진구 구의동 593-18번지,구의동,02 4465599,한식,영업/정상,1999-08-16,일반음식점,미등록,불가능,,없음,37.5346371,127.0913572,13750
이모네보쌈,서울특별시 광진구 자양로9길 73 (자양동),서울특별시 광진구 자양동 653-0번지,자양동,02 4531138,한식,영업/정상,1999-11-18,일반음식점,미등록,가능,,없음,37.5320605,127.0812759,31000
부침개가사람잡네,서울특별시 광진구 동일로30길 47 (화양동),서울특별시 광진구 화양동 18-24번지,화양동,02 4664767,한식,영업/정상,1999-11-22,일반음식점,미등록,불가능,,없음,37.547586,127.0699089,32000
한가터,서울특별시 광진구 자양로45길 10 (구의동),서울특별시 광진구 구의동 50-17번지,구의동,234361131,한식,영업/정상,1999-12-27,일반음식점,미등록,불가능,,없음,37.551647,127.0915614,14000
자양동포차,"서울특별시 광진구 자양번영로 23-1, 1층 (자양동)",서울특별시 광진구 자양동 583-10 (1층),자양동,02 4555033,호프/통닭,영업/정상,2000-01-20,일반음식점,미등록,불가능,,없음,37.5318399,127.0750585,32000
용두동할매쭈꾸미,서울특별시 광진구 군자로 179-1 (군자동),서울특별시 광진구 군자동 474-41,군자동,02 4650440,한식,영업/정상,2000-02-11,일반음식점,미등록,불가능,,없음,37.5566847,127.0779486,15000
륜식당,서울특별시 광진구 뚝섬로 651 (자양동),서울특별시 광진구 자양동 653-29,자양동,02 4551655,한식,영업/정상,2000-02-18,일반음식점,미등록,불가능,,없음,37.531614,127.0819577,27500
집뜰,"서울특별시 광진구 자양로43길 65, 1층 (중곡동)",서울특별시 광진구 중곡동 115-2번지,중곡동,02 4521772,한식,영업/정상,2000-02-22,일반음식점,미등록,가능,,없음,37.553406,127.0897662,13750
마당족발,"서울특별시 광진구 능동로 175, 1~2층 (화양동)",서울특별시 광진구 화양동 111-119번지,화양동,02 4683030,호프/통닭,영업/정상,2000-04-03,일반음식점,미등록,가능,,없음,37.5463013,127.0733575,43250
최가커피회관,서울특별시 광진구 능동로13길 30 (화양동),서울특별시 광진구 화양동 12-34번지,화양동,02 4682015,호프/통닭,영업/정상,2000-05-02,일반음식점,미등록,불가능,,없음,37.5434043,127.0706214,6500
미나리급랭삼겹살,서울특별시 광진구 자양로18길 12-6 (구의동),서울특별시 광진구 구의동 246-35,구의동,02 4444690,한식,영업/정상,2000-06-05,일반음식점,미등록,불가능,,없음,37.5372426,127.0842105,11750
돼끼리삼겹이랑갈비,서울특별시 광진구 면목로 152-1 (중곡동),서울특별시 광진구 중곡동 172-57번지,중곡동,02 4667861,한식,영업/정상,2000-11-06,일반음식점,미등록,불가능,,없음,37.5668935,127.0819295,13500
초가집사철탕,서울특별시 광진구 동일로28길 6 (화양동),서울특별시 광진구 화양동 24-2,화양동,02 4651160,한식,영업/정상,2000-11-06,일반음식점,미등록,불가능,,없음,37.5466587,127.0670554,20250
와이낫커피,"서울특별시 광진구 구의강변로3길 11, 101동 (구의동)",서울특별시 광진구 구의동 593-9번지 101동,구의동,02 4561109,까페,영업/정상,2000-12-08,일반음식점,미등록,가능,,없음,37.5356917,127.0914002,4000
천리향,서울특별시 광진구 용마산로4길 36 (중곡동),서울특별시 광진구 중곡동 89-3,중곡동,02 4536497,한식,영업/정상,2000-12-11,일반음식점,미등록,불가능,,없음,37.5567987,127.0901425,25250
노릇,"서울특별시 광진구 능동로36길 36, 1층 (능동)",서울특별시 광진구 능동 223-5,능동,02 4553469,한식,영업/정상,2000-12-22,일반음식점,미등록,가능,,없음,37.55563,127.0809853,20250
쿤시,서울특별시 광진구 용마산로1길 111 (중곡동),서울특별시 광진구 중곡동 140-12,중곡동,,일식,영업/정상,2001-02-09,일반음식점,미등록,가능,,없음,37.5566888,127.0826595,6375
사천왕,"서울특별시 광진구 아차산로51길 8, 1층 (구의동)",서울특별시 광진구 구의동 246-47 1층,구의동,02 4583246,중국식,영업/정상,2001-02-23,일반음식점,미등록,가능,,없음,37.5374537,127.0854615,9750
재희네식당,서울특별시 광진구 군자로 21 (화양동),서울특별시 광진구 화양동 15-6,화양동,02 4627207,분식,영업/정상,2001-03-20,일반음식점,미등록,가능,,없음,37.5451546,127.0709141,7000
민지네감자탕해장국,"서울특별시 광진구 긴고랑로 89, 1층 (중곡동)",서울특별시 광진구 중곡동 149-37번지,중곡동,02 4537482,한식,영업/정상,2001-04-19,일반음식점,미등록,가능,,없음,37.5607039,127.0855946,21625
세종감자탕,"서울특별시 광진구 군자로 145 (군자동,, 21)","서울특별시 광진구 군자동 49-20 , 21 ",군자동,02 4641237,한식,영업/정상,2001-05-02,일반음식점,미등록,불가능,,없음,37.55455,127.0753171,24750
요비,서울특별시 광진구 아차산로29길 34 (화양동),서울특별시 광진구 화양동 9-45번지,화양동,02 4610089,호프/통닭,영업/정상,2001-05-24,일반음식점,미등록,가능,,없음,37.5422931,127.0689052,22725
순리,서울특별시 광진구 능동로19길 16 (화양동),서울특별시 광진구 화양동 210-0,화양동,02 4689952,한식,영업/정상,2001-06-08,일반음식점,미등록,불가능,,없음,37.5471794,127.0729432,24250
퍼즈(Pause),"서울특별시 광진구 아차산로49길 12, 지하1층 (구의동)",서울특별시 광진구 구의동 246-23 지하1층,구의동,02 4539272,호프/통닭,영업/정상,2001-06-16,일반음식점,미등록,불가능,,없음,37.5374482,127.0846314,12450
양가네 양대창,서울특별시 광진구 긴고랑로 59 (중곡동),서울특별시 광진구 중곡동 40-13,중곡동,02 4573444,한식,영업/정상,2001-08-03,일반음식점,미등록,불가능,,없음,37.5621967,127.0829295,35750
시골손칼국수,서울특별시 광진구 동일로62길 46 (중곡동),서울특별시 광진구 중곡동 638-1번지,중곡동,02 4986780,분식,영업/정상,2001-10-10,일반음식점,미등록,불가능,,없음,37.5590149,127.0766389,7000
비어비어,서울특별시 광진구 용마산로21길 78 (중곡동),서울특별시 광진구 중곡동 38-8,중곡동,261041008,한식,영업/정상,2001-10-23,일반음식점,미등록,불가능,,없음,37.5615052,127.0845764,17500
깍뚝,서울특별시 광진구 능동로19길 36 (화양동),서울특별시 광진구 화양동 111-161,화양동,02 4997051,호프/통닭,영업/정상,2001-11-12,일반음식점,미등록,불가능,,없음,37.5474387,127.0718164,20900
영모네중식포차,서울특별시 광진구 능동로37길 10 (중곡동),서울특별시 광진구 중곡동 648-13,중곡동,02 4987639,한식,영업/정상,2001-11-23,일반음식점,미등록,불가능,,없음,37.558177,127.0794081,8750
구의반점,서울특별시 광진구 자양로26길 98-1 (구의동),서울특별시 광진구 구의동 221-15,구의동,222010117,중국식,영업/정상,2001-12-18,일반음식점,미등록,불가능,,없음,37.5401472,127.0892378,9250
고향산천원조숯불닭갈비,서울특별시 광진구 능동로19길 11 (화양동),서울특별시 광진구 화양동 112-12번지,화양동,02 4992377,호프/통닭,영업/정상,2001-11-13,일반음식점,미등록,가능,,없음,37.5469473,127.0730511,17875
으뜸호프,"서울특별시 광진구 자양로 284, 1층 (구의동)",서울특별시 광진구 구의동 56-16번지 (1층),구의동,02 4570103,호프/통닭,영업/정상,2001-11-29,일반음식점,미등록,불가능,,없음,37.5511115,127.0918322,15000
혁이네활어,서울특별시 광진구 뚝섬로 616 (자양동),서울특별시 광진구 자양동 607-10,자양동,02 4572427,한식,영업/정상,2002-02-15,일반음식점,미등록,불가능,,없음,37.5323163,127.0781095,21500
가마솥영양탕,서울특별시 광진구 긴고랑로22길 32 (중곡동),서울특별시 광진구 중곡동 50-46,중곡동,02 4563533,한식,영업/정상,2002-02-20,일반음식점,미등록,가능,,없음,37.5597401,127.0835964,28750
맛좋은집,"서울특별시 광진구 천호대로143길 8-8, 1층 (광장동)",서울특별시 광진구 광장동 244-27번지,광장동,02 4563668,한식,영업/정상,2002-03-06,일반음식점,미등록,가능,,없음,37.545841,127.1033897,76500
사랑채,"서울특별시 광진구 아차산로 440-8 (구의동,지하 01)",서울특별시 광진구 구의동 587-15 지하 01,구의동,234369200,한식,영업/정상,2002-02-27,일반음식점,미등록,가능,,없음,37.5381106,127.0916167,18000
영산강,서울특별시 광진구 자양로16길 24 (자양동),서울특별시 광진구 자양동 680-20번지,자양동,02 4522119,한식,영업/정상,2002-03-19,일반음식점,미등록,불가능,,없음,37.5363516,127.0852294,18250
고향토종흑돼지,서울특별시 광진구 용마산로21길 28 (중곡동),서울특별시 광진구 중곡동 30-35번지,중곡동,02 4476606,한식,영업/정상,2002-04-24,일반음식점,미등록,불가능,,없음,37.5635263,127.0856687,17750
안흥칼국수,서울특별시 광진구 아차산로40길 69-9 (자양동),서울특별시 광진구 자양동 612-25,자양동,02 4536368,분식,영업/정상,2002-01-12,일반음식점,미등록,가능,,없음,37.5347035,127.0780806,6000
위도식당,서울특별시 광진구 자양로15길 78 (자양동),서울특별시 광진구 자양동 612-36번지,자양동,02 4574518,한식,영업/정상,2002-01-29,일반음식점,미등록,가능,,없음,37.5350287,127.0793395,20000
디도재즈라운지,"서울특별시 광진구 자양로18길 56 (구의동,지하1층)",서울특별시 광진구 구의동 243-6 지하1층,구의동,02 4533190,호프/통닭,영업/정상,2002-06-27,일반음식점,미등록,불가능,,없음,37.5379606,127.08668,17750
기름칠,서울특별시 광진구 동일로24길 100 (화양동),서울특별시 광진구 화양동 8-11,화양동,02 4680292,한식,영업/정상,2002-07-18,일반음식점,미등록,불가능,,없음,37.5423155,127.0703568,11550
아차산면옥,서울특별시 광진구 자양로 265 (구의동),서울특별시 광진구 구의동 74-10번지,구의동,02 4473254,한식,영업/정상,2002-08-16,일반음식점,미등록,불가능,,없음,37.5499132,127.0903394,8250
챔피언포차,서울특별시 광진구 면목로 29-1 (군자동),서울특별시 광진구 군자동 469-11번지,군자동,02 4681456,정종/대포집/소주방,영업/정상,2002-08-20,일반음식점,미등록,불가능,,없음,37.5568834,127.076106,17250
콩마당,서울특별시 광진구 아차산로73길 33 (광장동),서울특별시 광진구 광장동 245-2,광장동,222013965,한식,영업/정상,2002-09-02,일반음식점,미등록,가능,,없음,37.5463261,127.1030211,27000
부대사랑,서울특별시 광진구 능동로16길 57 (화양동),서울특별시 광진구 화양동 495-23,화양동,02 4636630,분식,영업/정상,2002-10-11,일반음식점,미등록,가능,,없음,37.5453993,127.076149,7875
라운지47,"서울특별시 광진구 아차산로29길 23, 2층 (화양동)",서울특별시 광진구 화양동 47-18,화양동,02498 3843,한식,영업/정상,2002-10-17,일반음식점,미등록,불가능,,있음,37.5419374,127.0684355,10000
한아름분식,"서울특별시 광진구 군자로 159 (군자동,, 79 - 3)","서울특별시 광진구 군자동 51-24 , 79 - 3 ",군자동,02 4692535,분식,영업/정상,2002-10-21,일반음식점,미등록,불가능,,없음,37.5553299,127.0766259,4750
대원부대찌개,"서울특별시 광진구 용마산로 107, 1층 (중곡동)",서울특별시 광진구 중곡동 24-3 금빛유치원,중곡동,02 4477205,분식,영업/정상,2002-11-22,일반음식점,미등록,가능,,없음,37.5630372,127.0866813,11000
윤슬,서울특별시 광진구 긴고랑로 39-2 (중곡동),서울특별시 광진구 중곡동 241-19,중곡동,02 4614528,한식,영업/정상,2002-12-09,일반음식점,미등록,가능,,없음,37.5630345,127.0807919,21250
산골닭갈비,서울특별시 광진구 구의강변로7길 5 (구의동),서울특별시 광진구 구의동 217-27,구의동,02 4447985,한식,영업/정상,2003-01-07,일반음식점,미등록,가능,,없음,37.538195,127.0932215,14000
산골닭갈비,서울특별시 광진구 구의강변로7길 5 (구의동),서울특별시 광진구 구의동 217-27,구의동,02 4447985,한식,영업/정상,2003-01-07,일반음식점,미등록,가능,,없음,37.538195,127.0932215,19250
송가네,"서울특별시 광진구 뚝섬로30길 12, 1층 (자양동)",서울특별시 광진구 자양동 47-1 1층,자양동,02 4982351,호프/통닭,영업/정상,2003-01-08,일반음식점,미등록,불가능,,없음,37.5354461,127.066066,22250
