사업장명,도로명주소,지번주소,전화번호,업태구분명,영업상태명,인허가일자,좌표정보(X),좌표정보(Y),업종,착한업소,사랑상품권,위생등급,행정처분,latitude,longitude
브롱스구의점,"서울특별시 광진구 자양로18길 16, 2층 (구의동)",서울특별시 광진구 구의동 246-26 ,02 4572756,기타,영업/정상,1988-06-15,207391.718494455,448364.314137166,일반음식점,미등록,불가능,,있음,37.5375011,127.0844221
베네치아,서울특별시 광진구 능동로19길 12 (화양동),서울특별시 광진구 화양동 213 ,02 4670339,호프/통닭,영업/정상,1988-03-03,206387.925766945,449434.26661297,일반음식점,미등록,불가능,,없음,37.5471487,127.0730739
양가네 건대점,서울특별시 광진구 광나루로24길 31-7 (화양동),서울특별시 광진구 화양동 474 ,02 4558817,분식,영업/정상,1988-01-15,206762.346398495,449225.671841908,일반음식점,미등록,불가능,,없음,37.5452667,127.077309
원할머니보쌈,서울특별시 광진구 용마산로 37 (중곡동),서울특별시 광진구 중곡동 123-6 ,02 4460033,한식,영업/정상,1988-06-01,207682.440879561,450531.122243206,일반음식점,미등록,가능,,없음,37.5570215,127.087734
둘리호프,서울특별시 광진구 능동로 317 (중곡동),서울특별시 광진구 중곡동 648-15 ,02 4675562,호프/통닭,영업/정상,1988-06-18,206972.992435057,450643.455942918,일반음식점,미등록,불가능,,없음,37.5580392,127.0797059
커피브라더 건대점,서울특별시 광진구 능동로16길 57 (화양동),서울특별시 광진구 화양동 495-23 ,02 4524015,호프/통닭,영업/정상,1988-03-08,206659.826941483,449240.317610304,일반음식점,미등록,가능,,없음,37.5453993,127.076149
성동식당,"서울특별시 광진구 아차산로51길 93, 1층 (구의동)",서울특별시 광진구 구의동 251-149 1층 ,02 4471378,분식,영업/정상,1988-08-09,207465.258015894,448778.375046511,일반음식점,미등록,불가능,,없음,37.5412312,127.0852584
들꽃,서울특별시 광진구 면목로 99 (중곡동),서울특별시 광진구 중곡동 245-4 ,02 4996948,호프/통닭,영업/정상,1988-10-12,206933.55114995,451144.001718632,일반음식점,미등록,불가능,,없음,37.5625493,127.0792642
개성보쌈,서울특별시 광진구 자양로53길 111 (중곡동),서울특별시 광진구 중곡동 81-1번지 ,02 4477633,한식,영업/정상,1989-11-24,207789.316307171,450539.377963966,일반음식점,미등록,가능,,없음,37.557095,127.0889437
뽀빠이보쌈,서울특별시 광진구 긴고랑로 17-1 (중곡동),서울특별시 광진구 중곡동 239-82번지 ,02 4672445,한식,영업/정상,1989-01-14,206871.778783516,451279.664885571,일반음식점,미등록,가능,,없음,37.5637721,127.0785663
태능숯불갈비,"서울특별시 광진구 용마산로7길 5, 1층 (중곡동)",서울특별시 광진구 중곡동 124-4 ,02 4471907,식육(숯불구이),영업/정상,1989-05-04,207638.138311948,450735.605291004,일반음식점,미등록,불가능,,없음,37.5588642,127.0872347
양자강,서울특별시 광진구 동일로60길 8 (군자동),서울특별시 광진구 군자동 464-26번지 ,02 4686722,중국식,영업/정상,1989-07-10,206453.683430329,450684.639604639,일반음식점,미등록,불가능,,없음,37.558414,127.0738289
비엣포(viet pho),"서울특별시 광진구 능동로 175, 2층 (화양동)",서울특별시 광진구 화양동 111-119 2층 ,02 4686633,한식,영업/정상,1989-02-09,206413.054950276,449340.231520074,일반음식점,미등록,불가능,,없음,37.5463013,127.0733575
구의기사식당,서울특별시 광진구 광나루로 578 (구의동),서울특별시 광진구 구의동 202-1번지 ,02 4556351,한식,영업/정상,1989-11-09,208166.109481435,449018.411407982,일반음식점,미등록,가능,,없음,37.543388,127.0931912
동적깡통구이 구의직영점,서울특별시 광진구 자양로18길 79 (구의동),서울특별시 광진구 구의동 242-58 ,02 4471588,한식,영업/정상,1989-12-19,207693.868789019,448484.139888736,일반음식점,미등록,불가능,,없음,37.5385783,127.0878421
한모둠 설악추어탕,서울특별시 광진구 자양로 202 (구의동),서울특별시 광진구 구의동 68-34 ,02 4585673,중국식,영업/정상,1989-08-04,207517.720725063,449235.503615099,일반음식점,미등록,가능,,없음,37.54534940000001,127.0858566
낙골집,"서울특별시 광진구 자양로5길 13 (자양동,(1층))",서울특별시 광진구 자양동 677 (1층) ,02 4466432,한식,영업/정상,1989-11-06,207459.192461076,447702.928554054,일반음식점,미등록,불가능,,없음,37.5315415,127.085179
도톰,"서울특별시 광진구 군자로 176, 1층 (군자동)",서울특별시 광진구 군자동 476-6,02 4960138,한식,영업/정상,1989-01-16,206813.136430204,450440.784689332,일반음식점,미등록,가능,,없음,37.5562143,127.0778949
피자힐,서울특별시 광진구 워커힐로 177 (광장동),서울특별시 광진구 광장동 산 21 ,02 4530121,패스트푸드,영업/정상,1989-05-03,209775.267831522,450327.57709331,일반음식점,미등록,불가능,,없음,37.5478239,127.1047149
더글라스,서울특별시 광진구 워커힐로 177 (광장동),서울특별시 광진구 광장동 산 21 ,02 4555000,경양식,영업/정상,1989-08-05,209775.267831522,450327.57709331,일반음식점,미등록,불가능,,없음,37.5478239,127.1047149
흥부가기가막혀,서울특별시 광진구 능동로19길 10 (화양동),서울특별시 광진구 화양동 217 ,02 4631543,호프/통닭,영업/정상,1989-08-19,206400.963779035,449431.597026294,일반음식점,미등록,불가능,,없음,37.5471246,127.0732215
쟈즈,서울특별시 광진구 능동로 151 (화양동),서울특별시 광진구 화양동 2-44번지 ,02 4986933,한식,영업/정상,1989-12-02,206327.816506897,449123.22977903,일반음식점,미등록,불가능,,없음,37.5443467,127.0723911
아싸,서울특별시 광진구 천호대로 566 (능동),서울특별시 광진구 능동 222-1 ,,경양식,영업/정상,1989-05-20,207053.951572315,450454.947664114,일반음식점,미등록,불가능,,없음,37.5563402,127.0806204
작심가,서울특별시 광진구 자양로18길 11 (구의동),서울특별시 광진구 구의동 252-36 ,02 4555663,호프/통닭,영업/정상,1989-08-07,207368.258796328,448385.240096135,일반음식점,미등록,불가능,,없음,37.5376898,127.0841569
찜마을,서울특별시 광진구 능동로36길 7 (능동),서울특별시 광진구 능동 220-9번지 ,02 4567495,일식,영업/정상,1989-05-30,206967.011177962,450460.563262026,일반음식점,미등록,불가능,,없음,37.5563914,127.0796365
거북이삼겹살,서울특별시 광진구 긴고랑로 31 (중곡동),서울특별시 광진구 중곡동 241-30 ,02 4668038,한식,영업/정상,1989-08-10,207002.629892424,451226.054384441,일반음식점,미등록,가능,,없음,37.5632881,127.0800469
솜사탕,서울특별시 광진구 면목로 97 (중곡동),서울특별시 광진구 중곡동 245-5번지 ,02 4684858,까페,영업/정상,1989-09-04,206924.38232117,451127.93924785,일반음식점,미등록,불가능,,없음,37.56240469999999,127.0791603
노가리앤비어,서울특별시 광진구 자양번영로 23-1 (자양동),서울특별시 광진구 자양동 583-10번지 ,02 4470139,호프/통닭,영업/정상,1989-03-15,206564.627291535,447735.298665045,일반음식점,미등록,가능,,없음,37.5318399,127.0750585
순금이떡볶이,서울특별시 광진구 자양로43길 43 (구의동),서울특별시 광진구 구의동 53-14 ,02 4558090,분식,영업/정상,1989-07-20,207900.142309484,450026.864757903,일반음식점,미등록,불가능,,없음,37.5524763,127.0901925
투다리,서울특별시 광진구 동일로 278 (군자동),서울특별시 광진구 군자동 184번지 ,02 4664970,호프/통닭,영업/정상,1989-06-15,206309.59075872,450430.884671398,일반음식점,미등록,가능,,없음,37.5561287,127.072196
이공닭발,서울특별시 광진구 군자로 105-1 (군자동),서울특별시 광진구 군자동 102-6 ,02 4612263,한식,영업/정상,1989-03-23,206255.118076575,450036.149608918,일반음식점,미등록,불가능,,없음,37.5525725,127.0715762
영동족발,서울특별시 광진구 뚝섬로 476-20 (자양동),서울특별시 광진구 자양동 238-15 ,02 4624720,한식,영업/정상,1989-01-20,205420.177282817,448256.69881153,일반음식점,미등록,불가능,,없음,37.536545,127.0621143
강변회관,"서울특별시 광진구 강변역로 50, 동서울종합터미널 3층 (구의동)",서울특별시 광진구 구의동 546-1번지 동서울종합터미널 ,02 4520777,한식,영업/정상,1990-06-04,208201.993320839,447967.299542306,일반음식점,미등록,불가능,,없음,37.5339173,127.0935856
하남돼지집 건대입구점,서울특별시 광진구 동일로22길 52 (화양동),서울특별시 광진구 화양동 48-20 ,,식육(숯불구이),영업/정상,1990-12-11,205857.047621999,448825.826375021,일반음식점,미등록,불가능,,없음,37.5416702,127.0670618
남원추어탕,서울특별시 광진구 자양번영로 16 (자양동),서울특별시 광진구 자양동 600-32번지 ,02 4569856,한식,영업/정상,1990-10-17,206584.612468853,447642.288053832,일반음식점,미등록,가능,,없음,37.5310018,127.0752837
24시자양감자탕,서울특별시 광진구 아차산로 309 (자양동),서울특별시 광진구 자양동 224-23번지 ,02 4445281,한식,영업/정상,1990-12-11,206771.452100241,448448.838131772,일반음식점,미등록,가능,,없음,37.5382674,127.0774049
쌍둥이숯불갈비,서울특별시 광진구 용마산로 158 (중곡동),서울특별시 광진구 중곡동 18-11 ,02 4525177,식육(숯불구이),영업/정상,1990-01-11,207569.598159693,451711.726357067,일반음식점,미등록,불가능,,없음,37.5676595,127.086469
소해피,"서울특별시 광진구 자양번영로 31, 자양동 (자양동)",서울특별시 광진구 자양동 581-4번지 ,02  456 3392,한식,영업/정상,1990-04-10,206577.287991319,447806.088004584,일반음식점,미등록,가능,,없음,37.5324776,127.0752023
등촌칼국수,"서울특별시 광진구 자양번영로 84-1, 1층 2호 (자양동)",서울특별시 광진구 자양동 794-9 ,02 4572564,분식,영업/정상,1990-05-23,206743.29160499,448310.380194028,일반음식점,미등록,가능,,없음,37.5370201,127.077085
연지민물매운탕,서울특별시 광진구 자양번영로 56 (자양동),서울특별시 광진구 자양동 611-5 ,02 4462182,한식,영업/정상,1990-12-15,206676.389225814,448027.695327968,일반음식점,미등록,불가능,,없음,37.5344736,127.0763255
뜬금포차,서울특별시 광진구 아차산로51길 36-1 (구의동),서울특별시 광진구 구의동 257-72 ,02 4537678,한식,영업/정상,1990-09-13,207455.442181408,448492.421995965,일반음식점,미등록,불가능,,없음,37.5386548,127.0851445
조선부뚜막 건대점,서울특별시 광진구 아차산로33길 19 (화양동),서울특별시 광진구 화양동 8-22 ,02 4647003,한식,영업/정상,1990-07-04,206128.145888993,448771.56331217,일반음식점,미등록,불가능,,없음,37.5411796,127.0701288
뉴리안숯불닭바베큐,서울특별시 광진구 능동로35길 18 (군자동),서울특별시 광진구 군자동 473-15 ,02 4678769,호프/통닭,영업/정상,1990-05-08,206826.563798053,450528.573334357,일반음식점,미등록,불가능,,없음,37.5570052,127.0780477
영동순대국,서울특별시 광진구 동일로 36 (자양동),서울특별시 광진구 자양동 203-5번지 ,02 4673530,한식,영업/정상,1990-09-20,205321.284730435,448212.742081082,일반음식점,미등록,가능,,없음,37.5361496,127.0609951
전중화닭날개구이,서울특별시 광진구 동일로18길 65 (자양동),서울특별시 광진구 자양동 9-34 ,02 4676135,한식,영업/정상,1990-04-12,205800.514163177,448540.136750998,일반음식점,미등록,불가능,,없음,37.5390965,127.0664198
지호한방삼계탕(성수점),서울특별시 광진구 동일로 88 (자양동),서울특별시 광진구 자양동 24-30번지 ,02 4638683,한식,영업/정상,1990-08-31,205530.109567924,448683.439557801,일반음식점,미등록,가능,,없음,37.5403893,127.0633613
장안숯불갈비,"서울특별시 광진구 면목로 6 (군자동,,10)","서울특별시 광진구 군자동 53-4 ,10 ",02 4669139,식육(숯불구이),영업/정상,1990-07-10,206616.814945271,450287.399715639,일반음식점,미등록,불가능,,없음,37.5548338,127.0756717
자매코다리,서울특별시 광진구 긴고랑로 17 (중곡동),서울특별시 광진구 중곡동 239-18 ,,한식,영업/정상,1990-05-18,206858.659454598,451285.40738117,일반음식점,미등록,불가능,,없음,37.5638239,127.0784179
참진동옛날해장국,서울특별시 광진구 아차산로51길 27 (구의동),서울특별시 광진구 구의동 252-6 ,02 4589939,한식,영업/정상,1990-04-18,207428.868256356,448444.894623499,일반음식점,미등록,불가능,,없음,37.5382268,127.0848433
남원본가맛추어탕,서울특별시 광진구 동일로 112 (화양동),서울특별시 광진구 화양동 50-2 ,02 4990499,한식,영업/정상,1990-11-23,205633.128607317,448921.011323779,일반음식점,미등록,가능,,없음,37.5425292,127.0645288
만수식당,서울특별시 광진구 자양로 244 (구의동),서울특별시 광진구 구의동 70-3 ,02 4531562,한식,영업/정상,1990-06-20,207795.717394063,449547.386071252,일반음식점,미등록,불가능,,없음,37.5481572,127.0890057
스시오건대점,서울특별시 광진구 능동로 141 (화양동),서울특별시 광진구 화양동 3-22번지 ,02 4635955,일식,영업/정상,1990-03-19,206289.878840271,449019.845482083,일반음식점,미등록,불가능,,없음,37.5434155,127.0719609
짜장짬뽕의달인,서울특별시 광진구 뚝섬로 590 (자양동),서울특별시 광진구 자양동 581-1번지 ,02 4566977,중국식,영업/정상,1990-09-07,206585.797095887,447875.916483314,일반음식점,미등록,불가능,,없음,37.5331067,127.0752992
전여친,서울특별시 광진구 군자로 177 (군자동),서울특별시 광진구 군자동 474-39 ,02 4670148,한식,영업/정상,1990-07-20,206806.85236752,450473.851829058,일반음식점,미등록,가능,,없음,37.5565123,127.077824
이층,서울특별시 광진구 광나루로24길 13 (화양동),서울특별시 광진구 화양동 495-15번지 ,0222016377,경양식,영업/정상,1990-12-22,206690.501241418,449284.845261692,일반음식점,미등록,불가능,,없음,37.5458003,127.0764965
